category,name,forkedFrom,tvl,chain
Farm,Kava Boost,,116721.22406866588,Kava
Indexes,Arch Ethereum Web3,['Set Protocol'],115274.37245399806,Ethereum
Lending,Rikkei Finance,['Compound'],115112.65751971089,Binance
Indexes,Paladin Warlord,,114875.36693554609,Ethereum
NFT Marketplace,NFT20,,113925.205552187,Multi-Chain
Liquid Staking,StakeEasy,,113770.610292,Multi-Chain
Yield,Furucombo,,113136.394437,Polygon
Dexes,MiniSwap,['Uniswap V2'],112646.6046602377,Ethereum
Services,EnterDAO,,112286.40706720517,Ethereum
Algo-Stables,Tomb,,111970.16825224138,Fantom
Lending,forlend,['Compound'],111703.41340562957,Findora
Prediction Market,BetHash,,111325.8984454053,EOS
Dexes,Diffusion Finance,['Uniswap V2'],111200.25745677993,Evmos
Services,SuperFarm,,111047.34824110221,Ethereum
Services,PEAKDEFI,,110778.026103,Multi-Chain
Yield,Olive Cash,,110545.16141173543,Multi-Chain
Derivatives,CompliFi,,110460.94966266913,Multi-Chain
Yield,HedgeFarm,,109585.14520402,Avalanche
Dexes,HunnySwap,['Uniswap V2'],109572.33208797876,Avalanche
Yield,Domani Protocol,,109517.44770852041,Multi-Chain
Services,Kujira Orca,,109437.5588244774,Kujira
Dexes,Rose,,109229.26917025514,Aurora
Yield,PolyCub,,108415.59167337848,Polygon
Dexes,Firebird,['Uniswap V2'],108101.04281101095,Polygon
Dexes,Tarina,['Solidly'],107939.97446532758,Avalanche
Yield,Doki Doki Finance,,107601.15677977877,Multi-Chain
Dexes,ZYXSwap,['Uniswap V2'],107417.00580025661,ZYX
CDP,Argo,,107263.70476482368,Aptos
Farm,veDAO,['Uniswap V2'],106483.20605239744,Fantom
Dexes,SwapFish,['Uniswap V2'],106416.30370664055,Multi-Chain
Yield,BambooDeFi,['Uniswap V2'],106329.15135201477,Multi-Chain
Yield,Elephant Money,,106180.92860820098,Binance
Yield Aggregator,MM Optimizer Polygon,['Bunny'],106018.16216473278,Polygon
Dexes,SpicySwap,,105995.69332990152,Tezos
Liquid Staking,SteakBank Finance,,105774.24091569665,Binance
Dexes,Waka Finance,,105732.64339821097,Fantom
Launchpad,Vestige,,105625.05405,Algorand
Dexes,Bomb Finance,['SpookySwap'],105147.21257587284,Fantom
Lending,Commodo,,104994.57890863535,Comdex
Lending,RociFi V2,,104452.810152922,Multi-Chain
Derivatives,Cryptex V2,,104065.89168452122,Arbitrum
Lending,xBank Finance,['Compound V2'],103742.84255400421,zkSync Era
Cross Chain,Swim Protocol,,103739.34937662327,Solana
Dexes,NewDex,,102770.81696932393,EOS
Prediction Market,SportBet,,102295.72372107579,EOS
Dexes,Alcor Exchange,,101927.75832624576,Multi-Chain
Derivatives,RubyDex,,101904.12,Multi-Chain
Dexes,Complus Network,['Uniswap V2'],100390.07596017429,Multi-Chain
Yield Aggregator,YFII,['Yearn Finance'],100377.62491780407,Ethereum
Dexes,Lighter,,100154.574036,Arbitrum
Services,Hectagon,,99490.7160953466,Binance
Farm,SteakHut,,99390.98752082448,Avalanche
Indexes,Kassandra DAO,,98555.92927935543,Avalanche
Lending,Roe Finance,['AAVE'],97644.75130930952,Multi-Chain
Algo-Stables,TiTi Protocol,,97293.565173,Multi-Chain
Payments,Streamflow,,96682.31838714295,Multi-Chain
Yield,Polywhale Finance,,96532.7555913193,Polygon
Yield,Tetu Swap,['Uniswap V2'],96280.3536223387,Polygon
Yield Aggregator,StoneDefi,['Yearn Finance'],95889.74161965409,Multi-Chain
Dexes,Tonic,,95683.25335343453,Near
Yield Aggregator,Optyfi,,95673.2319892413,Multi-Chain
Dexes,SmartDEX,['Uniswap V2'],94921.06448141838,Polygon
Yield Aggregator,Y2R,,94847.48989526743,Canto
Lending,Teller,,94513.51312002994,Multi-Chain
Indexes,Polly Finance,,94509.76510833488,Polygon
Dexes,Solarflare,['Uniswap V2'],94063.26029305812,Moonbeam
Dexes,Excalibur,['Uniswap V2'],93920.62020257149,Fantom
Launchpad,Thorstarter,,93128.41670057205,Ethereum
Lending,DebtDAO,,92553.5,Ethereum
Derivatives,OmniDex Perpetuals,['GMX'],91612.84593553575,Telos
Dexes,0.exchange,['Uniswap V2'],91368.25609048319,Multi-Chain
Dexes,UniTrade,,90793.17572639495,Ethereum
Dexes,Capricorn Finance,['Uniswap V2'],90628.42435622215,Cube
Dexes,ButterSwap,['Uniswap V2'],90350.37398617236,Multi-Chain
Yield,Robo-Vault,,89956.27337243552,Multi-Chain
Yield,Ester Finance,,89482.77554189568,Fantom
Options,Metavault Binary Options,,88597.923892,Polygon
Indexes,DeHive,,88542.71454350991,Multi-Chain
Dexes,LFGSwap EthereumPoW,['Uniswap V2'],88354.65023089183,EthereumPoW
Dexes,Zappy,['Uniswap V2'],88093.20536238806,Telos
Dexes,Spin Spot,,87798.65184184055,Near
Derivatives,Cranium Exchange,['GMX'],87756.90383263964,Fantom
Dexes,FluxBeam,,87535.81631381744,Solana
Yield,Crystl Finance,['Uniswap V2'],87266.17008665184,Multi-Chain
Indexes,Solrise Finance,,86971.42146,Solana
Dexes,Crow Finance,['Uniswap V2'],86915.59649889867,Cronos
Services,CALC,,86642.27446306718,Kujira
Bridge,CENNZnet Bridge,,85852.64414297517,Ethereum
Dexes,Zencha Finance,,85842.62570606763,Boba
Options,Carmine Options,,85093.6281919594,Starknet
Dexes,Baguette,['Uniswap V2'],84838.75888899503,Avalanche
CDP,TopShelf,['Liquity'],82417.19361590283,Multi-Chain
Yield,ApeRocket,,81901.23092556918,Binance
Dexes,ADAX Pro,,81632.0,Cardano
Yield,Viva,,80730.4646866,Vite
Lending,Euler,,80523.47645268534,Ethereum
RWA Lending,Credix,,79688.66048475694,Solana
Dexes,Interest Protocol-SUI,,79627.39590633822,Sui
Dexes,Foodcourt,,79411.26478538281,Multi-Chain
Dexes,AnchorSwap,,79104.01597822428,Binance
Dexes,MemeDex,['Uniswap V2'],78494.42995697304,Conflux
Services,Suterusu,,77877.60504550989,Multi-Chain
Yield Aggregator,Matrix Farm,['Yearn Finance'],77655.75008139292,Multi-Chain
Dexes,ViperSwap,['Uniswap V2'],77241.27188708085,Harmony
Dexes,Darkness,['Balancer'],76750.79744934425,Cronos
Yield,Orion Money,,76554.0715149318,Ethereum
Options,FODL Finance,,76362.31314704935,Multi-Chain
RWA,ELYFI,,75792.00208952861,Multi-Chain
Dexes,PowerSwap,['Uniswap V2'],73824.426298986,EthereumPoW
Dexes,YetiSwap,['Uniswap V2'],73393.55223037924,Avalanche
Yield,Vovo Finance,,72660.74458561139,Arbitrum
Dexes,Invariant,,72601.51162095199,Solana
Indexes,Picnic,,72461.04283476932,Polygon
Lending,Orbiter One,['Compound'],71860.26511767111,Moonbeam
Reserve Currency,TempleDAO,,71718.59796349671,Ethereum
Launchpad,Juicebox V2,,71235.28306953647,Ethereum
Yield Aggregator,Magik Farm,['Beefy'],70734.561334,Multi-Chain
Dexes,EvmoSwap,['Uniswap V2'],70167.74815519844,Evmos
Derivatives,DPEX,['GMX'],69500.9572237022,Polygon
Algo-Stables,OrderNChaos,,69476.42526843972,Multi-Chain
Synthetics,POISON FINANCE,,69437.3140955801,Multi-Chain
Services,Ubiquity DAO,,69215.75961423772,Ethereum
Farm,ArbiNYAN,,69054.46811937551,Arbitrum
Yield,ETHA Lend,,68868.92441221878,Multi-Chain
Dexes,KwikSwap,['Uniswap V2'],68622.4937364094,Multi-Chain
Lending,BondAppetit,,68569.0,Ethereum
Dexes,Potluck Protocol,['Goose Finance'],68511.0873283623,Fantom
CDP,Babena,,68354.75682201401,Kadena
Dexes,Loop Finance,,68052.45337481266,Multi-Chain
Services,SandClock,,67662.61033665009,Ethereum
Dexes,BoneSwap Bonerium,['Uniswap V2'],67309.43354564496,Bone
Dexes,Starmaker,['Uniswap V2'],66531.62365667311,zkSync Era
Dexes,MochiSwap,['Uniswap V2'],65981.86251997849,Multi-Chain
NFT Lending,Llamalend,,65904.55300027705,Ethereum
CDP,Defrost,,64662.458953902664,Avalanche
Dexes,StableKoi,,64138.40127262289,Multi-Chain
Yield,TreeDefi,,63747.35239259604,Binance
Dexes,UniWswap AMM,['Uniswap V2'],63192.722610787416,EthereumPoW
Dexes,E3,['TraderJoe'],63059.33127654745,Multi-Chain
Dexes,Sterling Finance,['Solidly'],62826.526100702366,Arbitrum
Yield,Matter Defi,,62795.598529999996,Tezos
Synthetics,Duet Protocol,,62494.19302030849,Multi-Chain
Yield,CougarSwap,,62402.38027831303,Multi-Chain
Options,Auctus,,62097.1370346324,Ethereum
Dexes,MM Stableswap Polygon,,62093.63073553506,Polygon
Dexes,CGX Finance,['Uniswap V2'],61981.278591288996,Cronos
Lending,KLend,['Compound'],61779.004637765276,Multi-Chain
Options,Oddz,,61432.05256553323,Multi-Chain
Dexes,Spoon Exchange,['Solidly'],61411.88417963355,CORE
Yield,HaloDAO,,61190.93848928769,Multi-Chain
Yield,Animal Farm V2,,60824.25428857893,Binance
Algo-Stables,Finext Finance,,60643.04776706038,Arbitrum
Dexes,RskSwap,['Uniswap V2'],60622.78749687807,RSK
Farm,Parrot Defi,['Goose Finance'],60162.0668657792,Multi-Chain
Yield,ADAO,,60056.4672873716,Astar
Options,Shield,,60051.174924300125,Binance
Dexes,SumSwap,['Uniswap V2'],59752.822696219744,Ethereum
Liquid Staking,Amulet Liquidity Staking,,59203.350000000006,Solana
Lending,Aave Arc,,59123.16858365654,Ethereum
Yield,DungeonSwap,,58864.53994842667,Binance
Synthetics,Mobius Finance,,58517.94701659258,Polygon
NFT Marketplace,Stargaze,,58309.511061225,Stargaze
Synthetics,Domination Finance,,57279.957082999994,Multi-Chain
Yield,Frost Finance,,56302.463396704836,Avalanche
Algo-Stables,Oin Finance,,56154.53887420018,Multi-Chain
Options,Phoenix Finance,,55877.42,Multi-Chain
Yield Aggregator,CGO Finance,,55429.19295134774,Cronos
Yield,Arrow,,54259.471025594285,Solana
Options Vault,Typus Finance,,54024.268322932214,Sui
Liquidity manager,Hedgehog,,53958.4438794232,Ethereum
Yield,PolygonFarm Finance,,53905.92953230777,Polygon
Yield,Yieldly,,53785.172542,Algorand
Algo-Stables,Tulip,['Tomb Finance'],53410.372313528555,Oasis
Dexes,KriyaDEX,,53216.70606352085,Sui
Lending,Toreus,['Aave'],52815.498876939135,Kava
Dexes,ValleySwap,,52460.49042756226,Oasis
Yield,Garbi Protocol,,51932.967931709856,Arbitrum
CDP,MahaDAO Arth,['Liquity'],51845.24139065847,Multi-Chain
Dexes,HakuSwap,['Uniswap V2'],51582.24457135555,Avalanche
Derivatives,Unbound,,51361.117374463254,Multi-Chain
Liquid Staking,Lockless Protocol,,51352.764108799995,Multi-Chain
Dexes,Jexchange,,50954.59627429097,Elrond
Dexes,KACO Finance,['Uniswap V2'],50568.034796625114,Multi-Chain
Yield,Hunny Finance,,50501.55958984602,Binance
Liquidity manager,Metavisor,,50303.57826874408,Multi-Chain
Insurance,Bright Union,,49981.56964027233,Ethereum
Dexes,Forge SX Trade,['Uniswap V2'],49949.70276824993,Arbitrum
Derivatives,OMT Finance,['GMX'],49812.86401733388,Onus
Dexes,AUX Exchange,,49731.2477575773,Aptos
Yield,Governor DAO,,49650.38494147636,Ethereum
Dexes,LatteSwap,['Uniswap V2'],49300.923854829154,Binance
Bridge,Glitter Finance,,49062.83884122403,Multi-Chain
Lending,Timeswap V1,,48979.846546069704,Polygon
